title,company,location,link 
웹개발자와 펌웨어 엔지니어,후본,서울 양천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f115005b1868210b
대기업 DBA 경력자 채용 (대리과장급),차량IT 전문 기업 (대기업),서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2f440d08c013f03d
소프트웨어 개발,에스티앤아이,대구 서구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7b262c14d78e4b3e
TOAST Cloud 운영 및 기술지원,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ad07d6a330fb619a
Back-end Engineer,Terra,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f915f667e4052f91
"Principal, Data Engineer (EDW Data Processing)",Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f79f6cd3e91fcc1a
Cloud Infrastructure (DevOps) Engineer,SendBird,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4639db660bb6e345
카카오 분석 플랫폼 경력 개발자,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8ae7c240ef7d5f0b
데이터 분석가 / Business Analyst,Bagelcode,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f10477b81840d778
"Partner Solutions Architect III, Analytics Specialist",Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7a837beac7ac8bcd
[KSTEC] 통계/Analytics 신입 및 경력사원,지식시스템,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3c078d287d4de7be
Front-end Developer,"Miso, inc",서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9f7d7cbe5e172a01
Principal Business Analysis (Growth Marketing Analytics),Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2b8a63d6cc91a04c
인간중심 지능형 시스템 연구실 위촉연구원,광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2485e93043545d8a
데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c1037225077ca4da
Back-end Developer,"Miso, inc",서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=80d3108dade97b0f
[연수연구원] 로보틱스연구소 연수연구원(Post-Doc),카이스트,대전 유성구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=be43e10123bbcc8b
영상처리 ( 머신비전 ) 알고리즘 및 응용SW 개발,머신비전/인공지능/검사장비/로봇 분야 핵심기술 보유기업,화성 화성시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ca65b82e46e0abd2
DX혁신부문 Tech Lab Senior Machine Learning & AI(Data professional) 정규직,이투스교육,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9b09565fe78ef392
딥러닝/머신러닝 기반 알고리즘 개발 및 모델링,머신비전/인공지능/검사장비/로봇 분야 핵심기술 보유기업,화성 화성시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6fa31548457952c0
대기업 검색엔진 개발 (대리과장급),차량IT 전문 기업 (대기업),서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9eeeffa9f171f32b
지스트 블록체인경제센터 계약직연구원,광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a7c68eba65a950aa
지스트 블록체인경제센터(강남소재) 계약직(연구원),광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=674370fd38bce0dd
블록체인인터넷경제연구센터 위촉연구원,광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3e80435be74cd28f
지스트 블록체인경제센터(강남소재) 계약직연구원,광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=794e209e405f4fc0
VP of Engineering,"Miso, inc",서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f5db97b4d95cbc04
Sr. Back-end Engineer (Query Understanding),Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0df2999925f12355
Solutions Architect III - AWS Korea,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8fc5722cb9223fea
성장하는 핀테크 스타트업 BackEnd Developer 경력직,웨이브릿지,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f8ee4cfdf4dd6934
Full Stack Developer,"Miso, inc",서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=754348a9c3f08d66
블록체인인터넷경제 연구센터 위촉연구원,광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=77d8e0149dad533b
지구·환경공학부 환경시스템공학 연구실 위촉연구원,광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d425b24146af3fa1
React Native Developer,"Miso, inc",서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=315c65b8337d3e7a
한글 Q&A 시스템 연구 개발 신입/경력사원,포티투마루,서울 봉천동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f88041c28b6c1ae
TOAST Cloud 플랫폼 및 서비스 개발,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ea2cf2a5e929b0ee
Front end 개발자,브릭,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cac18e6bcbee5a21
AI(인공지능) 개발자,휴먼디지털,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d498993697237b33
자바개발자 신규/경력직.,제이아이티코리아,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ad9bf24a426e3913
저축은행 다이랙트마케팅팀 데이터분석,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=79da9b878d3d8709
Data Scientist,에너지 거래소 및 에너지데이터 중개,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1622a08497f8c091
"로봇관련, R&D_로봇 Skill 개발",4차산업 공장 자동화 기기 및 소프트웨어,경기도 수원,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=50d0ae3f24a94532
Senior Business Analyst (Retail Program Management),Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7772fd53bc80acde
Senior Back-end Developer,Asiance,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=27352452ed0a0ea9
TOAST Cloud 사업기획/영업,NHN,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6b86ea39985912b6
"앱개발자(Android, IOS) 자체개발한 건설관련 스마트 안전앱 연구개발 업무",피식스컨설팅,서울 금천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9c94a6b9980cb866
"모바일 앱 서버 개발(Java, Python)",휴먼디지털,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=16dff836029458af
Big Data Engineer,휴먼디지털,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6863b8ecbee9cb28
교보악사자산운용 해외투자 사원,교보악사자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=61f77867c101a6fe
디지털LAB 신기술파트,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d24428ed26f0b058
저축은행 디지털 LAB,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a58b91ab3d74f02d
저축은행 앱마케팅팀 데이터분석,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0ab285258b1cb206
가상화폐 개발 경력자,휴먼디지털,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eb524bae20ec458a
시스템 프로그래머,에너지 거래소 및 에너지데이터 중개,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=33fbfcd01ae23602
디지털마케팅본부 수신상품 기획 및 전략수립 경력자,국내자본 저축은행,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=509e7ab10e54f962
저축은행 소비자금융 Data Science 팀,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cdf617324298bb9d
Data Scientist,해외송금 전문업체,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=485b1cd148dc524a
저축은행 소비자금융 Data Science,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9cd311595b3e4bea
[해외취업] SMALL WORLD ios/Android 프로그래머 경력자 중입니다,SMALL WORLD,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=46eab2386d752226
서버 개발자,유명메신저회사,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bd860c8b31370e7c
저축은행 소비자금융본부 Data Science 팀,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7376f377161ea4f2
(주)브이드림 개발팀 경력직,브이드림,부산 수영구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=818454fcfd4139a3
"Principal, Business Analysis (Coupang Eats)",Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2cca42ee0951d4be
ICT 서비스본부 디지털LAB,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e0751dcb592aa9cc
저축은행 디지털뱅킹팀 데이터분석,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=51dcabafcf7a0bb0
Operations Associate (운영팀원) - 한국,Beam,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e58c6fe6fd87f03e
데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c1037225077ca4da
가상화폐 프로그래머,휴먼디지털,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=527ede840149154c
WaveBridge BackEnd Developer 경력직,웨이브릿지,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ea7a7ab6e15151c1
저축은행 앱마케팅팀,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=35cefd4d91c7b366
SW전문위원(20년 이상) 및 해외영업 과차장급 컨설턴트(경력 7년 이상),한국컨설팅산업협회,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d6a2c8d60ad1662c
JAVA기반 응용SW개발자 양성과정 훈련교사,중앙직업전문학교,대구 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8bffa73ce837a7ed
저축은행 디지털뱅킹팀 데이터분석 경력,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=53ced11b1e0addce
Fullstack SW개발자,신재생에너지 분야 솔루션기업,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a2089ff8a19a429f
DevOps 엔지니어(과장~차장급),TV홈쇼핑,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8af16ddc1e1a33b3
Operations Manager (운영팀장) - 한국,Beam,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=43bf0c7e2b10e9b5
운영(Business Operation Management) 경력자,유명메신저회사,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=caccb1d9be6bc918
데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c1037225077ca4da
2019 하반기 Python 코딩실무 서울대병원 영상의학과 연구원채용,서울대학교병원,서울 종로구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37694744&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"데이터 분석 및 컨설팅 분야 (Python, SAS, 빅데이터)",한국정보기술단,서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37692953&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
인공지능/Python/펌웨어/Java/MySQL/앱 개발자 채용,서울아산병원,서울 송파구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37523454&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[플러스엑스] 웹개발(Java·JSP/PHP/Python/백엔드) 채용 공고,플러스엑스(주),서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37605927&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
(연3000만이상) 앱개발자/웹개발자(PHP/Python/Android/ios)채용,(주)메먼트,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37551660&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"자동화사업부 소프트웨어팀(open,C++,Python,영상, 비젼)충원",(주)엠코프,서울 강동구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37663516&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
IoT/빅데이터 관련 웹 솔루션 개발자(java/python) 모집,(주) 유비벨록스 모바일,서울 구로구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37664614&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[신입/정규] 광고 솔루션 개발 (Python)모집/코딩테스트 있음,(주)니트머스,서울 중구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37686212&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
연구개발자 경력직 모집(Java / python / c/c++) (주4.5일시행),(주)YH데이타베이스,대구 수성구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37584183&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
파이썬(Python) +장고(Django) 개발자를 모십니다,(주)쿼드마이너,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37553432&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
2020 상반기 Python/머신러닝/빅데이터外 경력사원 채용 공고,(주)마인즈랩,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37639927&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
개발자 (Java/Python/웹개발외) 신입/경력 공개모집 공고,(주)데이타이음,대전 유성구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37578320&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"웹개발 아르바이트 모집 (Python 가능자, 월 250이상,근무기간",(주)에치에프알,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37608171&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[정규직] ML개발/백엔드/Python/Java,(주)마인즈앤컴퍼니,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37629906&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[신입/경력]웹 개발자 모집 백엔드/프론트/Python/Vue.js/React,(주)가디언이엔지,경기 안양시 동안구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37613776&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
(주)앰진시큐러스 백엔드 개발자 모집(Python / Java / C / C++),앰진시큐러스,서울 송파구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37565581&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
AI-BIO 융합 응용소프트웨어 (Java/Python) 개발자 채용,(주)팜캐드,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37593620&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
Python 크롤링 개발 정규직 채용 공고,(주)비즈데이터,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37635480&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
(업계1위/복지우수) AI 사업부 Python 개발자 경력직 채용,(주)인라이플,서울 구로구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37693451&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
ICT융합연구소 PHP/Java·JSP/Python 채용 공고(경력직),(주)엔이씨파워,서울 금천구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37688693&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
어플 앱개발자 / 웹개발자(PHP/Python/Android/ios) 채용,㈜아띠소프트,서울 구로구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37687417&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
C#/ visual studio / python 개발자,(주)자이트론,서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37701054&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[이커머스 스타트업] 고객분석 데이터분석 모집(Python GA),(주)온누리아이코리아,서울 용산구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37678603&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
웹개발(.NET/Python/프론트엔드/Ajax外 1개 부문) 채용 공고,(주)스코웍,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37552494&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
Java & Python 개발자 경력 채용,(주)데이터엔지니어스랩,서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37574683&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[코인빗] 암호화폐거래소 개발팀 Python Django 모집,(주)엑시아,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37553515&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
업계 최고의 대우를 받으실 파이썬(Python) 개발자를 모십니다,(주)쿼드마이너,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37553391&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
Python Application (Linux 환경) 개발 정규직 채용 공고,(주)에스프레소미디어,서울 관악구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37660074&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
삼성전자 Python Framework 개발 (화성사업장/10개월),주식회사 모두리치(MODURICH Inc.),경기 화성시 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37702779&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
Python서버 개발자 모집,iMediSync Inc.,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37671343&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[경력] Java·JSP&Ajax&PHP&Python&ASP 정규직 모집,파인데이터,서울 중구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37668188&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
지산웨어와 함께할 Python(신입/경력)개발자를 모집합니다.,(주)지산웨어,서울 구로구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37667111&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
웹개발(백엔드/Python) 채용 공고,(주)에쓰시티,서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37633371&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
Python 웹프로그램 엔지니어 채용(신입&경력),(주)이진솔루션,인천 서구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37664253&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"[신입/경력]응용프로그램 개발자(Python, C#, Java) 채용 공고",(주)오픈이노베이션랩,인천 중구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37682746&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
Python/PHP 개발자 모집,(주)스퍼셀,서울 종로구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37611302&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
2020년 상반기 HTML/Python/백엔드 경력 모집,(주)비투윈파트너스,서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37587806&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[신입&경력] Python 개발자 채용,주식회사 리본소프트,서울 종로구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37583694&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
Java·JSP&프론트엔드&Python 기술개발 정규직 모집 평택 본사,(주)비전정보통신,경기 평택시 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37611151&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
PM/Java·JSP/Java/Python外 정규직&계약직 채용(경력),(주)이에이치,경기 고양시 덕양구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37546765&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
웹개발(PHP&HTML&백엔드&Python) 모집합니다,위즈메이드,부산 금정구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37591656&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
(전액무료)파이썬&빅데이터 분석(AI)머신러닝 취업연계과정,지스펙(주),서울전체 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37702812&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[취업연수 국비지원무료교육]서울·경기 웹디자인/자바/파이썬/빅데이터/실내건축,㈜이젠아카데미인재개발원,서울전체 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=36825236&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
파이썬 데이터 분석/엔지니어 채용(경력/신입),주식회사 부자앱컴퍼니,서울 송파구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37695629&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
파이썬 개발자 정규직 채용,(주)인디제이,광주 북구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37645714&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[XAI Land] 스타트업 Data analyst -파이썬 개발자 모집합니다.,씨알이코리아,서울 용산구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37598854&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
파이썬 장고 웹 백엔드 개발자 채용 (경력 3년 이상),디케이 이노베이션,서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37677962&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"정보통신분야(자바, 파이썬, 빅데이터, 인공지능 등) 훈련교사",한국IT교육원,대구 동구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37608364&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"프로그래밍(Java,파이썬), 빅데이터, AI, 리눅스 등 강사 모집",(주)한국산업기술협회연수원,서울 금천구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37681158&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
파이썬/딥러닝/영상처리 개발자 채용,(주)한국플랫폼서비스기술,대전 서구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37539435&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"IT강사님 모집합니다. ( JAVA, 빅데이터, 파이썬 외)",디지털원(주),서울 금천구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37640311&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"소프트웨어 엔지니어 모집 (Unity, 파이썬, C++ 등 )",㈜아쿠아드론,경기 광주시 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37670868&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
코딩(아두이노 파이썬) 프로그래밍 전문 강사 선생님 모십니다,주니어로봇공학교실,강원 강릉시 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37576925&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
