title,company,location,link 
[분당/정자역] AI기반 시계열 데이터 분석 스타트업 채용 공고,(주)인이지,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37648503&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
Cognex+SUALAB 딥러닝 연구원 채용,(주)수아랩,서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37655274&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
2020년 100% 국비무료 4차산업 융합분야 교육생 모집,(주)대우능력개발교육원,서울 노원구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37672741&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
딥러닝 이미지 영상 처리 연구개발 (정규직/계약직),데이터플로,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37706316&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
소프트웨어 개발 (인공지능 AI 풀스택 서버 의료영상),(주)크레스콤,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37700592&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"[정규직] 인공지능(AI) ML engineer, Data Scientist 채용",(주)마인즈앤컴퍼니,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37595469&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
HW/GUI디자이너 경력사원  채용,(주)에이티센스,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37697069&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"ICT‧바이오 분야 하이테크(대졸자 취업연계)과정 (취업률90.9%, 취업유지율 94.9%)",한국폴리텍대학 융합기술교육원,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37357964&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
(정규직 긴급) 임베디드 솔루션 개발자 모집,(주)한컴MDS,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37699575&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
대웅제약 인실리코연구팀 경력사원 모집,㈜대웅제약,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37566892&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[두나무] 백엔드 서버 개발자,두나무 주식회사,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37695762&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[넷마블] ERP 담당자 모집,넷마블(주),서울 구로구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37699454&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
삼지애니메이션 (3D애니메이터/3D모델러/리거) 모집,삼지애니메이션,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37705467&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[스타트업] Back-End Server 개발자(엔지니어링 매니저급),(주)에이프릴세븐,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37716592&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
각 부문별 신입/경력 채용,(주)열심히커뮤니케이션즈,서울 용산구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37682728&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[신입/경력] IT개발자 부문별 채용공고,㈜해커스교육그룹,서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37498334&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
2020년 상반기 신입/경력 사원 채용,(주)에이치엔에스커뮤니케이션,대구 달서구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37615750&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[SMARTSTUDY] 핑크퐁 애니메이션 제작실 채용,스마트스터디(주),서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37646088&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[브랜디]사업지원팀 데이터 분석 담당자 채용,(주)브랜디,서울 중구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37711621&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[신입] 웹기반 응용프로그램 개발 정규직 채용,(주)블록체인글로벌,서울 영등포구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37697734&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
2020 상반기 신입/경력 개발자 채용 (웹/모바일),(주)비앤알테크널러지,인천 연수구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37689524&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
2020 핌아시아 회계팀 경력직 채용,(주)핌아시아,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37689279&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
연구소·R&D 연구원 채용(BI 및 NGS 연구원),(주)펜타메딕스,경기 성남시 수정구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37288839&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[핌아시아] 이커머스 떠리몰 AMD 모집 (업무상세설명),(주)핌아시아,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37706896&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[핌아시아] 떠리몰 온라인 마케팅 신입 채용,(주)핌아시아,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37706955&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
웹 개발자/프로그래머(JAVA) - 신입,데이타와이드(주),서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37674524&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[뉴로핏] QA 엔지니어 및 유틸리티 개발자 모집,뉴로핏 주식회사,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37641273&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[메일플러그] 개발자/시스템 운영 정규직 모집,리눅스웨어 주식회사,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37595930&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
20년 상반기 각 부문(UIUX디자이너/웹개발) 신입 및 경력 모집,어썸라인,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37645807&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"C, C++, JAVA, DBA 개발자 모집",(주)비에네스소프트,서울전체 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37695256&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[진주소프트] 웹프론트 및 백엔드개발 채용,진주소프트,인천 연수구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37663947&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
㈜그리드위즈 2020년 상반기 각 부문 신입/경력 채용공고,(주)그리드위즈,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37703280&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[렌딧/정규직] Backend Engineer (시니어/주니어),(주)렌딧,서울 종로구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37685631&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[씨제스걸리버스튜디오] 각 분야별 신입 및 경력 사원모집,(주)씨제스걸리버스튜디오,경기 고양시 일산서구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37606347&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
회사대표가 직접 올리는 소프트웨어 개발팀 신입부하 모집공고,주식회사 빅토리지,대전 유성구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37697419&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"[이디엠] 웹개발자, 어학컨텐츠기획 담당자 채용",(주)이디엠에듀케이션,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37684250&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[토스보험팀] 토스보험서비스 채용(교육담당자/개발자/DA/총무),(주)비바리퍼블리카,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37588406&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
반도체 Design Service 엔지니어(Front end / Back end) 채용,주식회사코아시아세미코리아,서울 송파구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37694079&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
웹/앱 기획자 채용,㈜알라딘커뮤니케이션,서울 중구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37684329&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"인카금융서비스(주)  AIR, 웹 개발자 모집 [경력]",인카금융서비스㈜,서울 성동구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37672382&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
전산 관리 및 프로그래밍 개발자 신입/경력 채용,(주)리파인,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37657735&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
Java 전문가 모집 (LGCNS U-camp),㈜두잇시스템,서울 강서구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37676249&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
ERP 소프트웨어 유지보수 및 개발 - 신입&경력,(주)대명엘리베이터,광주 서구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37689710&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[넥슨그룹] 엔미디어플랫폼 각 부문별 신입·경력직 채용,(주)엔미디어플랫폼,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37696499&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
2020년도부문별 신입 / 경력 사원 공개채용,주식회사 이상투자그룹,서울 영등포구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37714434&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
플랫폼그룹 개발본부 개발팀 채용 (경력 2년 이상),(주)레뷰코퍼레이션,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37656624&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
㈜제이티넷 결제사업부문 상반기 공개채용,㈜제이티넷,서울 구로구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37673414&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
2020년 상반기 현대BS&C 및 관계사 부문별 신입사원 공개채용,현대비에스앤씨(주),서울 중구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37713859&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[경력직] 2020년 플랫폼 개발자 공개 채용,주식회사 킥더허들,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37704542&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
S/W QA / Test Engineer 채용의 件,컴즈(주),서울 구로구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37708052&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[일본근무] 엔지니어 분야별 경력직 채용,주식회사 유메테크놀로지코리아,일본 일본 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37683323&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[에누리가격비교] ㈜써머스플랫폼 각 부문별 신입/경력직 채용,(주)써머스플랫폼,서울 중구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37615318&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"2020년 웹 개발자(PHP, MYSQL) 정규직 채용 (경력)",(주)디트리크리에이티브,서울 송파구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37612294&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"[종근당 계열사] 솔루션구축 JAVA개발자, UI/UX기획, 프론트 엔드 개발/퍼블리셔 채용",(주)벨아이앤에스,서울 서대문구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37696718&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[엠시큐어] 보안솔루션 개발 멤버를 모집합니다,(주)엠시큐어,서울 관악구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37701442&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
인공지능 데이터 분석 신입/경력 연구원 모집,마스코리아 주식회사,세종특별자치시 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37691650&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
스타트업 연구소 R&D 경력무관 채용(정규직),휴테크엘이디(유),광주 북구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37674261&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[2020년] 경력직 채용(Finance&Administration/웹퍼블리셔/C#),㈜리얼타임트래블솔루션,서울 중구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37540517&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[신입·경력] 바이럴마케팅/웹디자인/웹개발 실무자 채용,주식회사 더울림컴퍼니,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37680060&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"(웹개발, PHP) 성장,재미가 있는 VR 웹툰플랫폼",(주)코믹스브이,서울 금천구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37687960&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"[서울/김천] 웹 개발자, 웹 기획자, 웹 디자이너 채용",인플랩(주),서울 송파구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37692811&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
응용프로그램 및 웹개발 인재 채용,(주)아톰소프트,서울 금천구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37704359&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
로켓에 올라탈 인재를 찾습니다[웹 클라이언트 개발자],(주)레드로켓,서울 마포구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37668494&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"서버개발, 블록체인개발, 솔루션 기획 분야의 인재를 모집합니다",(주)아이디원랩스,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37692973&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"웹개발, 컨텐츠·사이트운영 담당자 채용 공고",밀라노상인,서울 금천구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37711353&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[하림그룹/NS홈쇼핑 자회사] 글라이드 IT 개발자 경력 채용,(주)글라이드,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37701834&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[스마일게이트 엔터테인먼트] 조직문화 (HR) 담당 모집 (계약직),(주)스마일게이트엔터테인먼트,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37711453&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
넥스트코어와 같이 성장할 Web 프로그램 인재분들을 모십니다,(주)넥스트코어테크놀로지,서울 송파구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37547447&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
인공지능(AI)·빅데이터(Tensorflow) & 웹개발 정규직 모집,(주)네피리티,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37618845&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[제품개발연구소] 마이크로서비스 및 응용어플리케이션 개발,주식회사 비카누스,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37670737&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"웹개발(프론트엔드, 백엔드 개발자) 인턴·신입·경력사원 모집",(주)로드인터내셔널,울산 울주군 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37558584&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
AI 솔루션 개발(Data Engineer) 신입/경력 채용,(주)소베텍,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37555004&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
전문연구요원 경력무관 채용 공고(병역특례),(주)인스페이스,대전 유성구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37639682&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
전산 빅데이터 분석 및 전산시스템 관리 연구원 모집,(학)대우학원아주대학교의료원,경기 수원시 영통구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37646428&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"기술연구개발팀 H/W, S/W, 정규직/계약직 채용",(주)에버정보기술,대전 유성구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37684356&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
개발자 신입/경력 사원 모집,(주)명성코퍼레이션,서울 영등포구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37667064&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[성심소프트] 2020년 상반기 SW개발자 신규(경력) 채용공고,주식회사 성심소프트,대전 유성구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37598573&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
과장급 이상 JAVA개발자 구인,주식회사 소프트퍼즐,서울 구로구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37695598&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
응용 소프트웨어 개발직 모집,(주)민트로봇,경기 부천시 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37688196&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
2020년 상반기 병역특례 부문 경력무관 채용 공고,(주) 모두의클래스,서울 중구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37653932&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
(경력무관) 웹개발 정규직 모집,크레파스솔루션(주),서울 영등포구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37671459&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
(정규직) 기업부설연구소 연구원 채용 - 신입가능,(주)대은계전,제주 제주시 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37656396&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"Web Application 개발자, 안드로이드/iOS 개발자 정규직(양재)",㈜인텔리코드,서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37710183&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[EY컨설팅] 컨설팅본부(Advisory) Java 개발자 경력직 모집,한영회계법인,서울 영등포구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37708075&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[클라우드시큐리티] 플랫폼 개발자 (과-차장급),메가존(주),서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37443008&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
(주)쎄미시스코 경력자 모집(영상지능 개발업무),㈜쎄미시스코,경기 수원시 권선구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37668702&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[티몬] Data Scientist,(주)티몬,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37632140&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"인공지능(AI) 전문기업 솔트룩스 - 개발직 (과장, 차장급)",㈜솔트룩스,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37629796&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"전문연구요원 채용(머신러닝&딥러닝, 클라이언트&서버 개발)",(주)브릭,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37566669&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"컴퓨터비전, 딥러닝 엔지니어/솔루션 개발, 데이터분석(전문연)",주식회사 버넥트,서울 용산구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37661319&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[카카오페이] 비즈니스 분석가(Business Analyst) 영입,(주)카카오페이,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37483535&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
(주)엘솔루 개발자 채용,(주)엘솔루,서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37679574&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
데이터팀 Data Scientist (데이터 과학자) 경력직 채용,번개장터(주),서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37566614&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"[와이디생명과학] 인공지능, 데이터, 시스템, 바이오 정보 분석",(주)와이디생명과학,경기 성남시 중원구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37671075&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[오픈소스컨설팅] 각 부문 엔지니어 채용,주식회사 오픈소스컨설팅,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37677461&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
영상 처리 인공지능 스타트업  mAy-I 소프트웨어 엔지니어 모집,주식회사메이아이,서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37688886&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[라인게임즈] 데이터분석가 모집,라인게임즈 주식회사,서울 서초구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37523101&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"인공지능(AI), TensorFlow 외 정규직 모집 공고(신입&경력)",지디에프랩,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37611726&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[스타트업] 데이터 분석가 채용 공고,(주)에이프릴세븐,서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37692398&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
인공지능 전문기업 마인즈랩 병역특례 모집(현역/보충역),(주)마인즈랩,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37560343&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[넷마블컴퍼니 천백십일] 데이터 분석 및 퍼포먼스 마케팅,천백십일(주),서울 영등포구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37559599&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[KSTEC] 통계/Analytics 신입 및 경력사원 채용,지식시스템㈜ KSTEC Inc.,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37703160&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[KSTEC] 2020년 신입 및 경력 채용 (SW개발자),지식시스템㈜ KSTEC Inc.,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37684503&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
(주)인포카 서버 개발 정직원 채용(경력),(주)인포카,서울 성북구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37707219&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
인공지능 전문기업 마인즈랩 Developer 모집,(주)마인즈랩,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37640657&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
"개발자 모집(백엔드, 프론트엔드, SDK, 데이터사이언티스트)",㈜아이지에이웍스,서울 마포구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37639775&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[NHN Service] 기술지원 경력 채용,엔에이치엔서비스(주),경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37702327&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
카테노이드 웹개발 / 플랫폼개발 / QA 부분  채용,카테노이드(주),서울 강남구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37632896&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
AI전문기업 마인즈랩 AI Consultant 공개 모집,(주)마인즈랩,경기 성남시 분당구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37560471&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[텐일레븐] 신입/경력 개발자 채용(전문연구요원 가능),(주)텐일레븐,서울 마포구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37608598&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
[포티투마루] 인공지능 QA서비스기획자 / QA기획 팀장 모집,주식회사 포티투마루,서울 관악구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37702226&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
뇌파 생체신호 / 데이터 분석 연구원 모집 (전문연구요원 우대),(주)와이브레인,경기 성남시 수정구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37661344&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
해양기상 데이터 분석 / 수치모델링 분야 정규직 채용 공고,(주)아라종합기술,인천 연수구 ,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=37606617&location=ts&searchword=python&searchType=default_mysearch&paid_fl=n
